[2026-04-03 17:59:37] IP=172.18.0.1 PUERTO=42198 | RX=CONEXION_ESTABLECIDA | TX=-

[2026-04-04 18:19:49] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 26.10 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:49] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 321.93 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:49] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 29.72 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:49] IP=172.18.0.8 PUERTO=33636 | RX=anomalia detectada | TX=ALERT py-temp-01 temperature 45.8100 TEMPERATURA_ALTA (45.8 > 40.0)

[2026-04-04 18:19:49] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 45.81 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:49] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.61 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:54] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 32.3000 VIBRACION_ALTA (32.30 > 8.0)

[2026-04-04 18:19:54] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 32.30 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:54] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 297.37 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:54] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 33.21 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:54] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.16 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:54] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 30.91 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:58] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.8000 VIBRACION_ALTA (26.80 > 8.0)

[2026-04-04 18:19:58] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 26.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:58] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 312.15 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:58] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 24.32 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:58] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 2.87 | TX=OK DATA_RECEIVED

[2026-04-04 18:19:59] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 20.59 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:03] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 33.1000 VIBRACION_ALTA (33.10 > 8.0)

[2026-04-04 18:20:03] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 33.10 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:03] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 249.14 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:03] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 26.72 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:03] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 0.66 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:03] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 30.28 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:07] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.1000 VIBRACION_ALTA (25.10 > 8.0)

[2026-04-04 18:20:07] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 25.10 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:07] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 380.04 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:07] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 19.74 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:07] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 3.45 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:08] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 19.38 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:12] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 31.8000 VIBRACION_ALTA (31.80 > 8.0)

[2026-04-04 18:20:12] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 31.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:12] IP=172.18.0.5 PUERTO=36942 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 47.4800 TEMPERATURA_ALTA (47.5 > 40.0)

[2026-04-04 18:20:12] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 47.48 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:12] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 223.98 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:12] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.36 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:12] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 16.21 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:16] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 50.5000 VIBRACION_ALTA (50.50 > 8.0)

[2026-04-04 18:20:16] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 50.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:16] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 15.95 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:16] IP=172.18.0.4 PUERTO=50808 | RX=anomalia detectada | TX=ALERT py-energy-01 energy 553.1500 CONSUMO_ALTO (553.1 > 500.0)

[2026-04-04 18:20:16] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 553.15 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:16] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 2.85 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:17] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 21.69 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:21] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 31.1000 VIBRACION_ALTA (31.10 > 8.0)

[2026-04-04 18:20:21] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 31.10 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:21] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 33.01 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:21] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 208.86 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:21] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.34 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:21] IP=172.18.0.8 PUERTO=33636 | RX=anomalia detectada | TX=ALERT py-temp-01 temperature 45.4600 TEMPERATURA_ALTA (45.5 > 40.0)

[2026-04-04 18:20:21] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 45.46 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:25] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.2000 VIBRACION_ALTA (25.20 > 8.0)

[2026-04-04 18:20:25] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 25.20 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:25] IP=172.18.0.5 PUERTO=36942 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 50.0000 TEMPERATURA_ALTA (50.0 > 40.0)

[2026-04-04 18:20:25] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 50.0 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:25] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 222.03 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:26] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 0.96 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:26] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 23.68 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:30] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 50.5000 VIBRACION_ALTA (50.50 > 8.0)

[2026-04-04 18:20:30] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 50.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:30] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 25.65 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:30] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 243.46 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:30] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 4.27 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:30] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 31.34 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:42] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.2000 VIBRACION_ALTA (25.20 > 8.0)

[2026-04-04 18:20:42] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 25.20 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:42] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 31.0 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:42] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 3.92 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:42] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 268.92 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:42] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 19.74 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:40] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 28.3000 VIBRACION_ALTA (28.30 > 8.0)

[2026-04-04 18:20:40] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 28.30 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:40] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 2.96 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:40] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 19.35 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:40] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 311.15 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:40] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 16.79 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:44] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 50.5000 VIBRACION_ALTA (50.50 > 8.0)

[2026-04-04 18:20:44] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 50.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:44] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 2.44 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:44] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 20.09 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:44] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 259.31 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:44] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 20.24 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:49] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 20.1000 VIBRACION_ALTA (20.10 > 8.0)

[2026-04-04 18:20:49] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 20.10 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:49] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 27.76 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:49] IP=172.18.0.4 PUERTO=50808 | RX=anomalia detectada | TX=ALERT py-energy-01 energy 553.4400 CONSUMO_ALTO (553.4 > 500.0)

[2026-04-04 18:20:49] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.16 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:49] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 553.44 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:49] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 15.63 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:53] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 50.5000 VIBRACION_ALTA (50.50 > 8.0)

[2026-04-04 18:20:53] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 50.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:53] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 26.45 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:53] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.34 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:53] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 249.14 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:53] IP=172.18.0.8 PUERTO=33636 | RX=anomalia detectada | TX=ALERT py-temp-01 temperature 48.0300 TEMPERATURA_ALTA (48.0 > 40.0)

[2026-04-04 18:20:53] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 48.03 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:58] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.9000 VIBRACION_ALTA (30.90 > 8.0)

[2026-04-04 18:20:58] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 30.90 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:58] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 3.37 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:58] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 16.24 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:58] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 168.4 | TX=OK DATA_RECEIVED

[2026-04-04 18:20:58] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 27.45 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:02] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.4000 VIBRACION_ALTA (25.40 > 8.0)

[2026-04-04 18:21:02] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 25.40 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:02] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 1.98 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:02] IP=172.18.0.5 PUERTO=36942 | RX=anomalia detectada | TX=ALERT py-temp-02 temperature 47.2000 TEMPERATURA_ALTA (47.2 > 40.0)

[2026-04-04 18:21:02] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 47.2 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:02] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 291.66 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:02] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 34.79 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:07] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 30.7000 VIBRACION_ALTA (30.70 > 8.0)

[2026-04-04 18:21:07] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 30.70 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:07] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 4.47 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:07] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 352.21 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:07] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 28.25 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:07] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 19.43 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:11] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 22.9000 VIBRACION_ALTA (22.90 > 8.0)

[2026-04-04 18:21:11] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 22.90 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:11] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 4.47 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:11] IP=172.18.0.4 PUERTO=50808 | RX=anomalia detectada | TX=ALERT py-energy-01 energy 553.0500 CONSUMO_ALTO (553.0 > 500.0)

[2026-04-04 18:21:11] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 553.05 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:11] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 30.52 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:11] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 24.14 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:16] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 28.5000 VIBRACION_ALTA (28.50 > 8.0)

[2026-04-04 18:21:16] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 28.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:16] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 187.43 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:16] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 15.62 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:16] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 4.26 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:16] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 26.21 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:20] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 34.9000 VIBRACION_ALTA (34.90 > 8.0)

[2026-04-04 18:21:20] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 34.90 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:20] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 187.72 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:20] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 22.96 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:20] IP=172.18.0.7 PUERTO=40550 | RX=anomalia detectada | TX=ALERT py-vib-01 vibration 14.6400 VIBRACION_ALTA (14.64 > 8.0)

[2026-04-04 18:21:20] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 14.64 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:20] IP=172.18.0.8 PUERTO=33636 | RX=anomalia detectada | TX=ALERT py-temp-01 temperature 47.2700 TEMPERATURA_ALTA (47.3 > 40.0)

[2026-04-04 18:21:20] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 47.27 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:32] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 23.2000 VIBRACION_ALTA (23.20 > 8.0)

[2026-04-04 18:21:32] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 23.20 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:32] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 277.08 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:25] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 34.32 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:25] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 4.16 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:25] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 17.75 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:30] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 26.52 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:30] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 204.92 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:30] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 2.22 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:30] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.9000 VIBRACION_ALTA (25.90 > 8.0)

[2026-04-04 18:21:30] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 25.90 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:30] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 23.68 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:34] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 32.7 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:34] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 3.53 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:34] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 323.68 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:34] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 25.0000 VIBRACION_ALTA (25.00 > 8.0)

[2026-04-04 18:21:34] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 25.00 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:34] IP=172.18.0.8 PUERTO=33636 | RX=anomalia detectada | TX=ALERT py-temp-01 temperature 48.3600 TEMPERATURA_ALTA (48.4 > 40.0)

[2026-04-04 18:21:34] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 48.36 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:39] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 17.03 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:39] IP=172.18.0.7 PUERTO=40550 | RX=anomalia detectada | TX=ALERT py-vib-01 vibration 13.7100 VIBRACION_ALTA (13.71 > 8.0)

[2026-04-04 18:21:39] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 13.71 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:39] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 276.1 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:39] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 24.8000 VIBRACION_ALTA (24.80 > 8.0)

[2026-04-04 18:21:39] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 24.80 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:39] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 18.07 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:43] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 20.43 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:43] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 0.54 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:43] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 197.62 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:43] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 26.5000 VIBRACION_ALTA (26.50 > 8.0)

[2026-04-04 18:21:43] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 26.50 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:43] IP=172.18.0.8 PUERTO=33636 | RX=anomalia detectada | TX=ALERT py-temp-01 temperature 46.6600 TEMPERATURA_ALTA (46.7 > 40.0)

[2026-04-04 18:21:43] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 46.66 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:48] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 20.32 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:48] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 128.54 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:48] IP=172.18.0.9 PUERTO=51254 | RX=anomalia detectada | TX=ALERT c-sensor-001 vibration 24.9000 VIBRACION_ALTA (24.90 > 8.0)

[2026-04-04 18:21:48] IP=172.18.0.9 PUERTO=51254 | RX=DATA c-sensor-001 vibration 24.90 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:48] IP=172.18.0.7 PUERTO=40550 | RX=DATA py-vib-01 vibration 2.16 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:48] IP=172.18.0.8 PUERTO=33636 | RX=DATA py-temp-01 temperature 18.18 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:52] IP=172.18.0.5 PUERTO=36942 | RX=DATA py-temp-02 temperature 30.15 | TX=OK DATA_RECEIVED

[2026-04-04 18:21:52] IP=172.18.0.4 PUERTO=50808 | RX=DATA py-energy-01 energy 112.15 | TX=OK DATA_RECEIVED

